set_name,date,volume_sold
SV: Scarlet & Violet (Base Set),2024-12-02,1161.86
SV: Scarlet & Violet (Base Set),2024-12-09,7297.29
SV: Scarlet & Violet (Base Set),2024-12-09,374.40
SV: Scarlet & Violet (Base Set),2024-12-16,4469.97
SV: Scarlet & Violet (Base Set),2024-12-16,391.86
SV: Scarlet & Violet (Base Set),2024-12-23,6477.66
SV: Scarlet & Violet (Base Set),2024-12-23,607.05
SV: Scarlet & Violet (Base Set),2024-12-30,11488.74
SV: Scarlet & Violet (Base Set),2024-12-30,727.18
SV: Scarlet & Violet (Base Set),2025-01-06,12757.64
SV: Scarlet & Violet (Base Set),2025-01-06,1376.25
SV: Scarlet & Violet (Base Set),2025-01-13,10121.05
SV: Scarlet & Violet (Base Set),2025-01-13,1136.52
SV: Scarlet & Violet (Base Set),2025-01-20,10556.84
SV: Scarlet & Violet (Base Set),2025-01-20,1320.22
SV: Scarlet & Violet (Base Set),2025-01-27,10319.04
SV: Scarlet & Violet (Base Set),2025-01-27,1712.96
SV: Scarlet & Violet (Base Set),2025-02-03,9728.40
SV: Scarlet & Violet (Base Set),2025-02-03,917.08
SV: Scarlet & Violet (Base Set),2025-02-10,16428.96
SV: Scarlet & Violet (Base Set),2025-02-10,1080.03
SV: Scarlet & Violet (Base Set),2025-02-17,28487.76
SV: Scarlet & Violet (Base Set),2025-02-17,3029.91
SV: Scarlet & Violet (Base Set),2025-02-24,11762.10
SV: Scarlet & Violet (Base Set),2025-02-24,1258.92
SV: Scarlet & Violet (Base Set),2025-03-03,16195.90
SV: Scarlet & Violet (Base Set),2025-03-03,1325.28
SV: Scarlet & Violet (Base Set),2025-03-10,10725.12
SV: Scarlet & Violet (Base Set),2025-03-10,1244.25
SV: Scarlet & Violet (Base Set),2025-03-17,9128.50
SV: Scarlet & Violet (Base Set),2025-03-17,246.40
SV: Scarlet & Violet (Base Set),2025-03-24,11150.19
SV: Scarlet & Violet (Base Set),2025-03-24,856.24
SV: Scarlet & Violet (Base Set),2025-03-31,8822.34
SV: Scarlet & Violet (Base Set),2025-03-31,651.69
SV: Scarlet & Violet (Base Set),2025-04-07,4173.62
SV: Scarlet & Violet (Base Set),2025-04-07,814.38
SV: Scarlet & Violet (Base Set),2025-04-14,4825.50
SV: Scarlet & Violet (Base Set),2025-04-14,748.00
SV: Scarlet & Violet (Base Set),2025-04-21,8929.52
SV: Scarlet & Violet (Base Set),2025-04-21,731.64
SV: Scarlet & Violet (Base Set),2025-04-28,4233.24
SV: Scarlet & Violet (Base Set),2025-04-28,697.23
SV: Scarlet & Violet (Base Set),2025-05-05,10333.44
SV: Scarlet & Violet (Base Set),2025-05-05,372.60
SV: Scarlet & Violet (Base Set),2025-05-12,18031.20
SV: Scarlet & Violet (Base Set),2025-05-12,765.60
SV: Scarlet & Violet (Base Set),2025-05-19,4232.60
SV: Scarlet & Violet (Base Set),2025-05-19,1157.20
SV: Scarlet & Violet (Base Set),2025-05-26,2761.33
SV: Scarlet & Violet (Base Set),2025-05-26,1172.49
SV: Scarlet & Violet (Base Set),2025-06-02,44.48
SV: Scarlet & Violet 151 (Extra),2024-06-10,4052.12
SV: Scarlet & Violet 151 (Extra),2024-06-10,838.14
SV: Scarlet & Violet 151 (Extra),2024-06-17,4049.10
SV: Scarlet & Violet 151 (Extra),2024-06-17,1028.10
SV: Scarlet & Violet 151 (Extra),2024-06-24,3428.04
SV: Scarlet & Violet 151 (Extra),2024-06-24,1228.48
SV: Scarlet & Violet 151 (Extra),2024-07-01,3593.07
SV: Scarlet & Violet 151 (Extra),2024-07-01,3349.28
SV: Scarlet & Violet 151 (Extra),2024-07-08,5203.52
SV: Scarlet & Violet 151 (Extra),2024-07-08,5982.60
SV: Scarlet & Violet 151 (Extra),2024-07-15,4095.90
SV: Scarlet & Violet 151 (Extra),2024-07-15,2550.24
SV: Scarlet & Violet 151 (Extra),2024-07-22,7957.28
SV: Scarlet & Violet 151 (Extra),2024-07-22,1581.93
SV: Scarlet & Violet 151 (Extra),2024-07-29,3321.78
SV: Scarlet & Violet 151 (Extra),2024-07-29,1751.92
SV: Scarlet & Violet 151 (Extra),2024-08-05,3993.30
SV: Scarlet & Violet 151 (Extra),2024-08-05,2124.00
SV: Scarlet & Violet 151 (Extra),2024-08-12,5044.54
SV: Scarlet & Violet 151 (Extra),2024-08-12,3258.90
SV: Scarlet & Violet 151 (Extra),2024-08-19,4207.12
SV: Scarlet & Violet 151 (Extra),2024-08-19,2833.20
SV: Scarlet & Violet 151 (Extra),2024-08-26,12631.92
SV: Scarlet & Violet 151 (Extra),2024-08-26,3258.63
SV: Scarlet & Violet 151 (Extra),2024-09-02,11176.65
SV: Scarlet & Violet 151 (Extra),2024-09-02,2149.12
SV: Scarlet & Violet 151 (Extra),2024-09-09,11681.17
SV: Scarlet & Violet 151 (Extra),2024-09-09,3247.92
SV: Scarlet & Violet 151 (Extra),2024-09-16,15231.48
SV: Scarlet & Violet 151 (Extra),2024-09-16,3325.80
SV: Scarlet & Violet 151 (Extra),2024-09-23,11214.80
SV: Scarlet & Violet 151 (Extra),2024-09-23,1961.38
SV: Scarlet & Violet 151 (Extra),2024-09-30,16550.01
SV: Scarlet & Violet 151 (Extra),2024-09-30,1699.29
SV: Scarlet & Violet 151 (Extra),2024-10-07,18960.00
SV: Scarlet & Violet 151 (Extra),2024-10-07,4209.59
SV: Scarlet & Violet 151 (Extra),2024-10-14,26910.00
SV: Scarlet & Violet 151 (Extra),2024-10-14,5418.75
SV: Scarlet & Violet 151 (Extra),2024-10-21,27384.70
SV: Scarlet & Violet 151 (Extra),2024-10-21,4071.50
SV: Scarlet & Violet 151 (Extra),2024-10-28,20049.66
SV: Scarlet & Violet 151 (Extra),2024-10-28,5536.53
SV: Scarlet & Violet 151 (Extra),2024-11-04,16036.95
SV: Scarlet & Violet 151 (Extra),2024-11-04,7298.98
SV: Scarlet & Violet 151 (Extra),2024-11-11,10015.48
SV: Scarlet & Violet 151 (Extra),2024-11-11,7446.69
SV: Scarlet & Violet 151 (Extra),2024-11-18,12933.80
SV: Scarlet & Violet 151 (Extra),2024-11-18,5216.00
SV: Scarlet & Violet 151 (Extra),2024-11-25,26091.56
SV: Scarlet & Violet 151 (Extra),2024-11-25,12556.32
SV: Scarlet & Violet 151 (Extra),2024-12-02,31089.42
SV: Scarlet & Violet 151 (Extra),2024-12-02,9424.29
SV: Scarlet & Violet 151 (Extra),2024-12-09,50130.71
SV: Scarlet & Violet 151 (Extra),2024-12-09,13017.52
SV: Scarlet & Violet 151 (Extra),2024-12-16,61045.95
SV: Scarlet & Violet 151 (Extra),2024-12-16,7142.20
SV: Scarlet & Violet 151 (Extra),2024-12-23,55651.20
SV: Scarlet & Violet 151 (Extra),2024-12-23,10019.49
SV: Scarlet & Violet 151 (Extra),2024-12-30,68950.80
SV: Scarlet & Violet 151 (Extra),2024-12-30,10527.10
SV: Scarlet & Violet 151 (Extra),2025-01-06,30130.01
SV: Scarlet & Violet 151 (Extra),2025-01-06,7110.91
SV: Scarlet & Violet 151 (Extra),2025-01-13,28534.76
SV: Scarlet & Violet 151 (Extra),2025-01-13,9147.11
SV: Scarlet & Violet 151 (Extra),2025-01-20,43395.32
SV: Scarlet & Violet 151 (Extra),2025-01-20,9867.76
SV: Scarlet & Violet 151 (Extra),2025-01-27,40280.82
SV: Scarlet & Violet 151 (Extra),2025-01-27,7208.43
SV: Scarlet & Violet 151 (Extra),2025-02-03,39601.80
SV: Scarlet & Violet 151 (Extra),2025-02-03,10143.60
SV: Scarlet & Violet 151 (Extra),2025-02-10,37211.13
SV: Scarlet & Violet 151 (Extra),2025-02-10,9233.95
SV: Scarlet & Violet 151 (Extra),2025-02-17,46500.76
SV: Scarlet & Violet 151 (Extra),2025-02-17,4493.50
SV: Scarlet & Violet 151 (Extra),2025-02-24,59702.48
SV: Scarlet & Violet 151 (Extra),2025-02-24,6107.61
SV: Scarlet & Violet 151 (Extra),2025-03-03,70088.07
SV: Scarlet & Violet 151 (Extra),2025-03-03,5611.52
SV: Scarlet & Violet 151 (Extra),2025-03-10,71496.18
SV: Scarlet & Violet 151 (Extra),2025-03-10,5567.38
SV: Scarlet & Violet 151 (Extra),2025-03-17,59295.84
SV: Scarlet & Violet 151 (Extra),2025-03-17,5105.10
SV: Scarlet & Violet 151 (Extra),2025-03-24,52279.20
SV: Scarlet & Violet 151 (Extra),2025-03-24,5558.40
SV: Scarlet & Violet 151 (Extra),2025-03-31,42474.81
SV: Scarlet & Violet 151 (Extra),2025-03-31,8629.60
SV: Scarlet & Violet 151 (Extra),2025-04-07,35682.94
SV: Scarlet & Violet 151 (Extra),2025-04-07,6938.94
SV: Scarlet & Violet 151 (Extra),2025-04-14,46174.84
SV: Scarlet & Violet 151 (Extra),2025-04-14,7599.90
SV: Scarlet & Violet 151 (Extra),2025-04-21,39298.56
SV: Scarlet & Violet 151 (Extra),2025-04-21,4204.20
SV: Scarlet & Violet 151 (Extra),2025-04-28,35471.59
SV: Scarlet & Violet 151 (Extra),2025-04-28,3916.77
SV: Scarlet & Violet 151 (Extra),2025-05-05,33143.15
SV: Scarlet & Violet 151 (Extra),2025-05-05,8178.80
SV: Scarlet & Violet 151 (Extra),2025-05-12,36360.36
SV: Scarlet & Violet 151 (Extra),2025-05-12,16529.85
SV: Scarlet & Violet 151 (Extra),2025-05-19,24029.40
SV: Scarlet & Violet 151 (Extra),2025-05-19,7676.76
SV: Scarlet & Violet 151 (Extra),2025-05-26,32651.50
SV: Scarlet & Violet 151 (Extra),2025-05-26,7071.12
SV: Scarlet & Violet 151 (Extra),2025-06-02,333.70
SV: Scarlet & Violet 151 (Extra),2025-06-02,298.53
SV: Shrouded Fable,2024-06-10,623.00
SV: Shrouded Fable,2024-06-17,1211.76
SV: Shrouded Fable,2024-06-24,212.50
SV: Shrouded Fable,2024-06-24,591.36
SV: Shrouded Fable,2024-07-01,189.41
SV: Shrouded Fable,2024-07-01,1554.84
SV: Shrouded Fable,2024-07-08,972.65
SV: Shrouded Fable,2024-07-08,1589.90
SV: Shrouded Fable,2024-07-15,675.96
SV: Shrouded Fable,2024-07-15,2955.60
SV: Shrouded Fable,2024-07-22,2924.22
SV: Shrouded Fable,2024-07-22,3605.94
SV: Shrouded Fable,2024-07-29,2651.88
SV: Shrouded Fable,2024-07-29,4827.60
SV: Shrouded Fable,2024-08-05,2595.78
SV: Shrouded Fable,2024-08-05,1801.27
SV: Shrouded Fable,2024-08-12,1788.46
SV: Shrouded Fable,2024-08-12,188.64
SV: Shrouded Fable,2024-08-19,1452.48
SV: Shrouded Fable,2024-08-19,259.76
SV: Shrouded Fable,2024-08-26,1575.09
SV: Shrouded Fable,2024-08-26,262.48
SV: Shrouded Fable,2024-09-02,1485.96
SV: Shrouded Fable,2024-09-02,1406.09
SV: Shrouded Fable,2024-09-09,1180.30
SV: Shrouded Fable,2024-09-09,3574.63
SV: Shrouded Fable,2024-09-16,407.93
SV: Shrouded Fable,2024-09-16,2091.71
SV: Shrouded Fable,2024-09-23,781.53
SV: Shrouded Fable,2024-09-23,2205.76
SV: Shrouded Fable,2024-09-30,736.88
SV: Shrouded Fable,2024-09-30,1272.96
SV: Shrouded Fable,2024-10-07,829.92
SV: Shrouded Fable,2024-10-07,1339.00
SV: Shrouded Fable,2024-10-14,221.44
SV: Shrouded Fable,2024-10-14,1724.30
SV: Shrouded Fable,2024-10-21,529.92
SV: Shrouded Fable,2024-10-21,906.75
SV: Shrouded Fable,2024-10-28,484.12
SV: Shrouded Fable,2024-10-28,404.51
SV: Shrouded Fable,2024-11-04,564.48
SV: Shrouded Fable,2024-11-04,654.53
SV: Shrouded Fable,2024-11-11,412.68
SV: Shrouded Fable,2024-11-11,180.40
SV: Shrouded Fable,2024-11-18,368.00
SV: Shrouded Fable,2024-11-18,921.48
SV: Shrouded Fable,2024-11-25,468.27
SV: Shrouded Fable,2024-11-25,2535.89
SV: Shrouded Fable,2024-12-02,781.66
SV: Shrouded Fable,2024-12-02,1446.40
SV: Shrouded Fable,2024-12-09,825.63
SV: Shrouded Fable,2024-12-09,1482.65
SV: Shrouded Fable,2024-12-16,245.05
SV: Shrouded Fable,2024-12-16,1527.21
SV: Shrouded Fable,2024-12-23,453.10
SV: Shrouded Fable,2024-12-23,1822.80
SV: Shrouded Fable,2024-12-30,406.35
SV: Shrouded Fable,2024-12-30,1813.84
SV: Shrouded Fable,2025-01-06,935.08
SV: Shrouded Fable,2025-01-06,1732.50
SV: Shrouded Fable,2025-01-13,1135.42
SV: Shrouded Fable,2025-01-13,1049.20
SV: Shrouded Fable,2025-01-20,1530.39
SV: Shrouded Fable,2025-01-20,1136.10
SV: Shrouded Fable,2025-01-27,1726.79
SV: Shrouded Fable,2025-01-27,1733.76
SV: Shrouded Fable,2025-02-03,6703.84
SV: Shrouded Fable,2025-02-03,1310.00
SV: Shrouded Fable,2025-02-10,877.40
SV: Shrouded Fable,2025-02-10,1467.06
SV: Shrouded Fable,2025-02-17,3644.81
SV: Shrouded Fable,2025-02-17,1207.68
SV: Shrouded Fable,2025-02-24,1968.60
SV: Shrouded Fable,2025-02-24,2337.92
SV: Shrouded Fable,2025-03-03,1310.40
SV: Shrouded Fable,2025-03-03,2262.96
SV: Shrouded Fable,2025-03-10,3321.50
SV: Shrouded Fable,2025-03-10,1394.00
SV: Shrouded Fable,2025-03-17,2783.82
SV: Shrouded Fable,2025-03-17,1555.31
SV: Shrouded Fable,2025-03-24,1294.70
SV: Shrouded Fable,2025-03-24,1814.00
SV: Shrouded Fable,2025-03-31,2469.05
SV: Shrouded Fable,2025-03-31,1663.20
SV: Shrouded Fable,2025-04-07,492.42
SV: Shrouded Fable,2025-04-07,1967.35
SV: Shrouded Fable,2025-04-14,1063.52
SV: Shrouded Fable,2025-04-14,1602.64
SV: Shrouded Fable,2025-04-21,1136.29
SV: Shrouded Fable,2025-04-21,1261.75
SV: Shrouded Fable,2025-04-28,744.90
SV: Shrouded Fable,2025-04-28,1062.88
SV: Shrouded Fable,2025-05-05,762.09
SV: Shrouded Fable,2025-05-05,1149.90
SV: Shrouded Fable,2025-05-12,1381.71
SV: Shrouded Fable,2025-05-12,2970.24
SV: Shrouded Fable,2025-05-19,665.28
SV: Shrouded Fable,2025-05-19,1420.80
SV: Shrouded Fable,2025-05-26,1758.40
SV: Shrouded Fable,2025-05-26,1121.14
SV: Shrouded Fable,2025-06-02,77.38
SV: Stellar Crown,2024-07-01,15.98
SV: Stellar Crown,2024-07-01,2338.20
SV: Stellar Crown,2024-07-08,7.98
SV: Stellar Crown,2024-07-08,3966.78
SV: Stellar Crown,2024-07-15,6905.43
SV: Stellar Crown,2024-07-22,7688.88
SV: Stellar Crown,2024-07-29,6913.92
SV: Stellar Crown,2024-08-05,108.60
SV: Stellar Crown,2024-08-05,11405.13
SV: Stellar Crown,2024-08-12,6.69
SV: Stellar Crown,2024-08-12,17940.72
SV: Stellar Crown,2024-08-19,73.97
SV: Stellar Crown,2024-08-19,28752.30
SV: Stellar Crown,2024-08-26,209.16
SV: Stellar Crown,2024-08-26,44100.16
SV: Stellar Crown,2024-09-02,253.11
SV: Stellar Crown,2024-09-02,88485.60
SV: Stellar Crown,2024-09-09,1398.54
SV: Stellar Crown,2024-09-09,147192.87
SV: Stellar Crown,2024-09-16,1806.00
SV: Stellar Crown,2024-09-16,45486.18
SV: Stellar Crown,2024-09-23,1878.66
SV: Stellar Crown,2024-09-23,28466.96
SV: Stellar Crown,2024-09-30,1150.24
SV: Stellar Crown,2024-09-30,33599.72
SV: Stellar Crown,2024-10-07,1043.28
SV: Stellar Crown,2024-10-07,23739.04
SV: Stellar Crown,2024-10-14,535.08
SV: Stellar Crown,2024-10-14,27920.24
SV: Stellar Crown,2024-10-21,1106.70
SV: Stellar Crown,2024-10-21,19787.60
SV: Stellar Crown,2024-10-28,557.70
SV: Stellar Crown,2024-10-28,18344.70
SV: Stellar Crown,2024-11-04,652.05
SV: Stellar Crown,2024-11-04,16871.75
SV: Stellar Crown,2024-11-11,467.82
SV: Stellar Crown,2024-11-11,21326.72
SV: Stellar Crown,2024-11-18,632.00
SV: Stellar Crown,2024-11-18,15659.10
SV: Stellar Crown,2024-11-25,2069.68
SV: Stellar Crown,2024-11-25,30400.00
SV: Stellar Crown,2024-12-02,1571.12
SV: Stellar Crown,2024-12-02,32619.84
SV: Stellar Crown,2024-12-09,2523.96
SV: Stellar Crown,2024-12-09,20612.68
SV: Stellar Crown,2024-12-16,1668.15
SV: Stellar Crown,2024-12-16,13675.06
SV: Stellar Crown,2024-12-23,1584.10
SV: Stellar Crown,2024-12-23,24980.13
SV: Stellar Crown,2024-12-30,1400.68
SV: Stellar Crown,2024-12-30,27821.86
SV: Stellar Crown,2025-01-06,1107.50
SV: Stellar Crown,2025-01-06,16482.96
SV: Stellar Crown,2025-01-13,1857.57
SV: Stellar Crown,2025-01-13,19518.20
SV: Stellar Crown,2025-01-20,1498.50
SV: Stellar Crown,2025-01-20,26556.44
SV: Stellar Crown,2025-01-27,1381.59
SV: Stellar Crown,2025-01-27,22484.25
SV: Stellar Crown,2025-02-03,1008.09
SV: Stellar Crown,2025-02-03,12475.50
SV: Stellar Crown,2025-02-10,651.52
SV: Stellar Crown,2025-02-10,12518.25
SV: Stellar Crown,2025-02-17,652.68
SV: Stellar Crown,2025-02-17,16421.86
SV: Stellar Crown,2025-02-24,874.23
SV: Stellar Crown,2025-02-24,150432.00
SV: Stellar Crown,2025-03-03,954.50
SV: Stellar Crown,2025-03-03,14782.50
SV: Stellar Crown,2025-03-10,730.24
SV: Stellar Crown,2025-03-10,18491.19
SV: Stellar Crown,2025-03-17,760.96
SV: Stellar Crown,2025-03-17,8968.08
SV: Stellar Crown,2025-03-24,748.12
SV: Stellar Crown,2025-03-24,9089.96
SV: Stellar Crown,2025-03-31,1014.80
SV: Stellar Crown,2025-03-31,7821.54
SV: Stellar Crown,2025-04-07,2285.78
SV: Stellar Crown,2025-04-07,5972.10
SV: Stellar Crown,2025-04-14,1482.30
SV: Stellar Crown,2025-04-14,7437.37
SV: Stellar Crown,2025-04-21,2535.24
SV: Stellar Crown,2025-04-21,5824.36
SV: Stellar Crown,2025-04-28,711.85
SV: Stellar Crown,2025-04-28,6655.77
SV: Stellar Crown,2025-05-05,463.60
SV: Stellar Crown,2025-05-05,13621.77
SV: Stellar Crown,2025-05-12,1380.60
SV: Stellar Crown,2025-05-12,23932.02
SV: Stellar Crown,2025-05-19,793.50
SV: Stellar Crown,2025-05-19,6675.60
SV: Stellar Crown,2025-05-26,662.04
SV: Stellar Crown,2025-05-26,3076.78
SV: Stellar Crown,2025-06-02,6.13
SV: Stellar Crown,2025-06-02,219.09
SV: Surging Sparks,2024-08-26,2533.00
SV: Surging Sparks,2024-09-02,13.47
SV: Surging Sparks,2024-09-02,3940.38
SV: Surging Sparks,2024-09-09,95.04
SV: Surging Sparks,2024-09-09,8522.40
SV: Surging Sparks,2024-09-16,74.88
SV: Surging Sparks,2024-09-16,6987.26
SV: Surging Sparks,2024-09-23,205.02
SV: Surging Sparks,2024-09-23,8081.12
SV: Surging Sparks,2024-09-30,27.86
SV: Surging Sparks,2024-09-30,18756.36
SV: Surging Sparks,2024-10-07,120.90
SV: Surging Sparks,2024-10-07,35318.90
SV: Surging Sparks,2024-10-14,1045.95
SV: Surging Sparks,2024-10-14,69137.64
SV: Surging Sparks,2024-10-21,1296.68
SV: Surging Sparks,2024-10-21,102936.08
SV: Surging Sparks,2024-10-28,1696.50
SV: Surging Sparks,2024-10-28,134330.42
SV: Surging Sparks,2024-11-04,1875.96
SV: Surging Sparks,2024-11-04,168387.20
SV: Surging Sparks,2024-11-11,5199.61
SV: Surging Sparks,2024-11-11,188282.28
SV: Surging Sparks,2024-11-18,3923.85
SV: Surging Sparks,2024-11-18,114898.01
SV: Surging Sparks,2024-11-25,7618.38
SV: Surging Sparks,2024-11-25,147257.41
SV: Surging Sparks,2024-12-02,9601.48
SV: Surging Sparks,2024-12-02,283905.00
SV: Surging Sparks,2024-12-09,7530.88
SV: Surging Sparks,2024-12-09,144447.12
SV: Surging Sparks,2024-12-16,4856.08
SV: Surging Sparks,2024-12-16,101564.50
SV: Surging Sparks,2024-12-23,3900.52
SV: Surging Sparks,2024-12-23,100765.08
SV: Surging Sparks,2024-12-30,4171.95
SV: Surging Sparks,2024-12-30,93997.80
SV: Surging Sparks,2025-01-06,4418.34
SV: Surging Sparks,2025-01-06,72907.66
SV: Surging Sparks,2025-01-13,5755.20
SV: Surging Sparks,2025-01-13,65863.56
SV: Surging Sparks,2025-01-20,4839.96
SV: Surging Sparks,2025-01-20,40380.45
SV: Surging Sparks,2025-01-27,3646.72
SV: Surging Sparks,2025-01-27,34771.88
SV: Surging Sparks,2025-02-03,6611.64
SV: Surging Sparks,2025-02-03,34477.80
SV: Surging Sparks,2025-02-10,5183.96
SV: Surging Sparks,2025-02-10,46853.10
SV: Surging Sparks,2025-02-17,4201.68
SV: Surging Sparks,2025-02-17,34610.86
SV: Surging Sparks,2025-02-24,3598.90
SV: Surging Sparks,2025-02-24,31385.64
SV: Surging Sparks,2025-03-03,2666.25
SV: Surging Sparks,2025-03-03,31124.45
SV: Surging Sparks,2025-03-10,3261.92
SV: Surging Sparks,2025-03-10,33332.00
SV: Surging Sparks,2025-03-17,3388.84
SV: Surging Sparks,2025-03-17,35257.60
SV: Surging Sparks,2025-03-24,2639.25
SV: Surging Sparks,2025-03-24,19863.76
SV: Surging Sparks,2025-03-31,1532.24
SV: Surging Sparks,2025-03-31,19904.05
SV: Surging Sparks,2025-04-07,1358.72
SV: Surging Sparks,2025-04-07,27639.00
SV: Surging Sparks,2025-04-14,2156.35
SV: Surging Sparks,2025-04-14,22998.16
SV: Surging Sparks,2025-04-21,1656.76
SV: Surging Sparks,2025-04-21,24150.14
SV: Surging Sparks,2025-04-28,1499.84
SV: Surging Sparks,2025-04-28,17103.03
SV: Surging Sparks,2025-05-05,1213.96
SV: Surging Sparks,2025-05-05,23203.62
SV: Surging Sparks,2025-05-12,1540.37
SV: Surging Sparks,2025-05-12,62681.52
SV: Surging Sparks,2025-05-19,940.68
SV: Surging Sparks,2025-05-19,31755.94
SV: Surging Sparks,2025-05-26,1626.20
SV: Surging Sparks,2025-05-26,24135.84
SV: Surging Sparks,2025-06-02,2398.44
SV: Temporal Forces,2024-06-10,469.35
SV: Temporal Forces,2024-06-10,6239.25
SV: Temporal Forces,2024-06-17,243.75
SV: Temporal Forces,2024-06-17,6620.16
SV: Temporal Forces,2024-06-24,243.75
SV: Temporal Forces,2024-06-24,6569.52
SV: Temporal Forces,2024-07-01,295.96
SV: Temporal Forces,2024-07-01,5421.50
SV: Temporal Forces,2024-07-08,430.18
SV: Temporal Forces,2024-07-08,3899.88
SV: Temporal Forces,2024-07-15,545.60
SV: Temporal Forces,2024-07-15,4943.62
SV: Temporal Forces,2024-07-22,87.36
SV: Temporal Forces,2024-07-22,3666.22
SV: Temporal Forces,2024-07-29,551.46
SV: Temporal Forces,2024-07-29,5558.11
SV: Temporal Forces,2024-08-05,254.15
SV: Temporal Forces,2024-08-05,2268.86
SV: Temporal Forces,2024-08-12,338.55
SV: Temporal Forces,2024-08-12,4574.77
SV: Temporal Forces,2024-08-19,488.13
SV: Temporal Forces,2024-08-19,4630.24
SV: Temporal Forces,2024-08-26,300.00
SV: Temporal Forces,2024-08-26,6277.20
SV: Temporal Forces,2024-09-02,302.00
SV: Temporal Forces,2024-09-02,6793.80
SV: Temporal Forces,2024-09-09,436.32
SV: Temporal Forces,2024-09-09,10591.87
SV: Temporal Forces,2024-09-16,108.72
SV: Temporal Forces,2024-09-16,5696.90
SV: Temporal Forces,2024-09-23,403.92
SV: Temporal Forces,2024-09-23,3825.72
SV: Temporal Forces,2024-09-30,498.55
SV: Temporal Forces,2024-09-30,5027.99
SV: Temporal Forces,2024-10-07,526.88
SV: Temporal Forces,2024-10-07,3240.72
SV: Temporal Forces,2024-10-14,357.60
SV: Temporal Forces,2024-10-14,3801.60
SV: Temporal Forces,2024-10-21,1094.34
SV: Temporal Forces,2024-10-21,9038.26
SV: Temporal Forces,2024-10-28,596.97
SV: Temporal Forces,2024-10-28,3220.83
SV: Temporal Forces,2024-11-04,708.89
SV: Temporal Forces,2024-11-04,5525.32
SV: Temporal Forces,2024-11-11,641.58
SV: Temporal Forces,2024-11-11,5052.60
SV: Temporal Forces,2024-11-18,1137.78
SV: Temporal Forces,2024-11-18,4530.75
SV: Temporal Forces,2024-11-25,3024.00
SV: Temporal Forces,2024-11-25,16971.42
SV: Temporal Forces,2024-12-02,446.88
SV: Temporal Forces,2024-12-02,12065.73
SV: Temporal Forces,2024-12-09,414.96
SV: Temporal Forces,2024-12-09,11732.82
SV: Temporal Forces,2024-12-16,313.32
SV: Temporal Forces,2024-12-16,5346.80
SV: Temporal Forces,2024-12-23,501.80
SV: Temporal Forces,2024-12-23,12847.68
SV: Temporal Forces,2024-12-30,426.19
SV: Temporal Forces,2024-12-30,17785.16
SV: Temporal Forces,2025-01-06,1213.47
SV: Temporal Forces,2025-01-06,17342.11
SV: Temporal Forces,2025-01-13,880.08
SV: Temporal Forces,2025-01-13,7489.92
SV: Temporal Forces,2025-01-20,3916.15
SV: Temporal Forces,2025-01-20,8524.52
SV: Temporal Forces,2025-01-27,346.02
SV: Temporal Forces,2025-01-27,9270.48
SV: Temporal Forces,2025-02-03,1413.05
SV: Temporal Forces,2025-02-03,9531.76
SV: Temporal Forces,2025-02-10,953.55
SV: Temporal Forces,2025-02-10,9201.06
SV: Temporal Forces,2025-02-17,1004.36
SV: Temporal Forces,2025-02-17,7246.26
SV: Temporal Forces,2025-02-24,1715.18
SV: Temporal Forces,2025-02-24,7329.16
SV: Temporal Forces,2025-03-03,1515.00
SV: Temporal Forces,2025-03-03,10626.60
SV: Temporal Forces,2025-03-10,1144.90
SV: Temporal Forces,2025-03-10,16570.19
SV: Temporal Forces,2025-03-17,1286.40
SV: Temporal Forces,2025-03-17,16254.48
SV: Temporal Forces,2025-03-24,705.63
SV: Temporal Forces,2025-03-24,9310.56
SV: Temporal Forces,2025-03-31,857.94
SV: Temporal Forces,2025-03-31,8034.18
SV: Temporal Forces,2025-04-07,1224.00
SV: Temporal Forces,2025-04-07,7939.20
SV: Temporal Forces,2025-04-14,1132.06
SV: Temporal Forces,2025-04-14,3950.20
SV: Temporal Forces,2025-04-21,2069.34
SV: Temporal Forces,2025-04-21,7074.72
SV: Temporal Forces,2025-04-28,1176.03
SV: Temporal Forces,2025-04-28,5114.98
SV: Temporal Forces,2025-05-05,911.84
SV: Temporal Forces,2025-05-05,9945.00
SV: Temporal Forces,2025-05-12,2098.84
SV: Temporal Forces,2025-05-12,18178.10
SV: Temporal Forces,2025-05-19,677.44
SV: Temporal Forces,2025-05-19,3146.10
SV: Temporal Forces,2025-05-26,411.40
SV: Temporal Forces,2025-05-26,3641.91
SV: Temporal Forces,2025-06-02,12.04
SV: Twilight Masquerade,2024-06-10,1467.75
SV: Twilight Masquerade,2024-06-10,23169.78
SV: Twilight Masquerade,2024-06-17,1828.40
SV: Twilight Masquerade,2024-06-17,18734.76
SV: Twilight Masquerade,2024-06-24,1755.36
SV: Twilight Masquerade,2024-06-24,20532.50
SV: Twilight Masquerade,2024-07-01,2444.40
SV: Twilight Masquerade,2024-07-01,24008.97
SV: Twilight Masquerade,2024-07-08,1925.00
SV: Twilight Masquerade,2024-07-08,25209.36
SV: Twilight Masquerade,2024-07-15,1291.62
SV: Twilight Masquerade,2024-07-15,18627.60
SV: Twilight Masquerade,2024-07-22,1000.82
SV: Twilight Masquerade,2024-07-22,17964.87
SV: Twilight Masquerade,2024-07-29,879.78
SV: Twilight Masquerade,2024-07-29,12490.92
